title,organization,rating,review_count,difficulty,course_type,duration,skills,title_tokenized,skills_tokenized,title_stopwordsized,skills_stopwordsized,title_lemmatized,skills_lemmatized
introduction to marketing,university of pennsylvania,4.767009374055035,13228,mixed,course,one_to_three_months,go to market strategy branding consumer behaviour strategic marketing marketing brand strategy communication strategies marketing strategy and techniques marketing communications customer experience strategy cx brand loyalty customer insights brand awareness price negotiation,introduction to marketing,go to market_strategy branding consumer_behaviour strategic marketing_marketing brand_strategy communication_strategies marketing_strategy and techniques marketing_communications customer_experience_strategy cx brand loyalty customer_insights brand_awareness price_negotiation,introduction marketing,go market_strategy branding consumer_behaviour strategic marketing_marketing brand_strategy communication_strategies marketing_strategy techniques marketing_communications customer_experience_strategy brand loyalty customer_insights brand_awareness price_negotiation,introduction marketing,go market_strategy branding consumer_behaviour strategic marketing_marketing brand_strategy communication_strategies marketing_strategy technique marketing_communications customer_experience_strategy brand loyalty customer_insights brand_awareness price_negotiation
introduction to negotiation a strategic playbook for becoming a principled and persuasive negotiator,yale university,4.847205939820243,5118,mixed,course,one_to_three_months,negotiation contract negotiation conflict management mediation leadership communication persuasive communication influencing relationship building collaboration game theory strategic decisionmaking,introduction to negotiation a strategic playbook for becoming a principled and persuasive negotiator,negotiation contract_negotiation conflict_management mediation leadership_communication persuasive_communication influencing relationship_building collaboration game_theory strategic decisionmaking,introduction negotiation strategic playbook becoming principled persuasive negotiator,negotiation contract_negotiation conflict_management mediation leadership_communication persuasive_communication influencing relationship_building collaboration game_theory strategic decisionmaking,introduction negotiation strategic playbook becoming principled persuasive negotiator,negotiation contract_negotiation conflict_management mediation leadership_communication persuasive_communication influencing relationship_building collaboration game_theory strategic decisionmaking
introduction to corporate finance,university of pennsylvania,4.58030838419531,6226,mixed,course,one_to_four_weeks,return on investment capital budgeting financial modeling financial analysis financial planning corporate finance business valuation financial management asset management cash flows risk analysis cash flow forecasting working capital,introduction to corporate_finance,return on investment capital budgeting financial_modeling financial_analysis financial_planning corporate_finance business_valuation financial_management asset_management cash flows risk_analysis_cash flow forecasting working_capital,introduction corporate_finance,return investment capital budgeting financial_modeling financial_analysis financial_planning corporate_finance business_valuation financial_management asset_management cash flows risk_analysis_cash flow forecasting working_capital,introduction corporate_finance,return investment capital budgeting financial_modeling financial_analysis financial_planning corporate_finance business_valuation financial_management asset_management cash flow risk_analysis_cash flow forecasting working_capital
introduction to electronics,georgia institute of technology,4.682734097194785,2531,mixed,course,one_to_three_months,electronic components semiconductors electronics basic electrical systems electronics engineering engineering analysis schematic diagrams,introduction to electronics,electronic_components semiconductors electronics basic electrical systems_electronics engineering_engineering_analysis schematic diagrams,introduction electronics,electronic_components semiconductors electronics basic electrical systems_electronics engineering_engineering_analysis schematic diagrams,introduction electronics,electronic_components semiconductor electronics basic electrical systems_electronics engineering_engineering_analysis schematic diagram
human resources analytics,university of california irvine,4.562933597621408,2018,mixed,course,one_to_four_weeks,data storytelling datadriven decisionmaking training and development performance metric compensation management human resources human resource strategy workforce planning business analytics data analysis employee engagement recruitment talent acquisition employee retention,human_resources analytics,data storytelling datadriven decisionmaking training and development performance metric compensation_management human_resources human_resource_strategy workforce planning business_analytics_data analysis employee_engagement recruitment talent_acquisition employee_retention,human_resources analytics,data storytelling datadriven decisionmaking training development performance metric compensation_management human_resources human_resource_strategy workforce planning business_analytics_data analysis employee_engagement recruitment talent_acquisition employee_retention,human_resources analytics,data storytelling datadriven decisionmaking training development performance metric compensation_management human_resources human_resource_strategy workforce planning business_analytics_data analysis employee_engagement recruitment talent_acquisition employee_retention
moral foundations of politics,yale university,4.85962276748456,5991,mixed,course,one_to_three_months,political sciences policy analysis social justice social sciences european history law regulation and compliance governance ethical standards and conduct socioeconomics economics,moral foundations of politics,political_sciences policy_analysis social_justice social_sciences european_history law_regulation and compliance governance ethical_standards and conduct socioeconomics economics,moral foundations politics,political_sciences policy_analysis social_justice social_sciences european_history law_regulation compliance governance ethical_standards conduct socioeconomics economics,moral foundation politics,political_science policy_analysis social_justice social_science european_history law_regulation compliance governance ethical_standards conduct socioeconomics economics
introduction to forensic science,nanyang technological university singapore,4.853018372703412,2667,mixed,course,one_to_three_months,criminal investigation and forensics scientific methods chemistry investigation biochemistry pharmacology laboratory testing pathology microbiology,introduction to forensic science,criminal_investigation and forensics scientific_methods chemistry investigation biochemistry pharmacology laboratory_testing pathology microbiology,introduction forensic science,criminal_investigation forensics scientific_methods chemistry investigation biochemistry pharmacology laboratory_testing pathology microbiology,introduction forensic science,criminal_investigation forensics scientific_method chemistry investigation biochemistry pharmacology laboratory_testing pathology microbiology
forensic accounting and fraud examination,west virginia university,4.737625363959883,6182,mixed,course,one_to_three_months,auditing loss prevention internal controls financial controls threat detection anomaly detection financial auditing cybersecurity financial data cyber operations investigation criminal investigation and forensics analytics specialized accounting cyber attacks security awareness big data accounting business ethics compliance reporting,forensic accounting and fraud examination,auditing loss prevention internal controls financial controls threat_detection anomaly detection financial auditing cybersecurity financial_data cyber operations investigation criminal_investigation and forensics analytics specialized accounting cyber_attacks security_awareness big_data accounting_business ethics compliance reporting,forensic accounting fraud examination,auditing loss prevention internal controls financial controls threat_detection anomaly detection financial auditing cybersecurity financial_data cyber operations investigation criminal_investigation forensics analytics specialized accounting cyber_attacks security_awareness big_data accounting_business ethics compliance reporting,forensic accounting fraud examination,auditing loss prevention internal control financial control threat_detection anomaly detection financial auditing cybersecurity financial_data cyber operation investigation criminal_investigation forensics analytics specialized accounting cyber_attacks security_awareness big_data accounting_business ethic compliance reporting
ai applications in marketing and finance,university of pennsylvania,4.619952494061757,421,mixed,course,one_to_four_weeks,ai personalization big data credit risk risk management personalized service digital transformation business risk management customer insights machine learning marketing analytics data mining customer engagement advanced analytics risk analysis datadriven decisionmaking anomaly detection martech financial data consumer behaviour customer experience improvement,ai applications in marketing and finance,ai_personalization big_data credit risk_risk_management personalized_service digital_transformation business_risk_management customer_insights machine_learning marketing_analytics data_mining customer_engagement advanced_analytics risk_analysis datadriven decisionmaking anomaly detection martech financial_data consumer_behaviour customer_experience_improvement,ai applications marketing finance,ai_personalization big_data credit risk_risk_management personalized_service digital_transformation business_risk_management customer_insights machine_learning marketing_analytics data_mining customer_engagement advanced_analytics risk_analysis datadriven decisionmaking anomaly detection martech financial_data consumer_behaviour customer_experience_improvement,ai application marketing finance,ai_personalization big_data credit risk_risk_management personalized_service digital_transformation business_risk_management customer_insights machine_learning marketing_analytics data_mining customer_engagement advanced_analytics risk_analysis datadriven decisionmaking anomaly detection martech financial_data consumer_behaviour customer_experience_improvement
vital signs understanding what the body is telling us,university of pennsylvania,4.83200824499411,6792,mixed,course,one_to_three_months,vital signs respiration pulmonology health assessment cardiology systems of measurement neurology patient evaluation anatomy biology,vital_signs understanding what the body is telling us,vital_signs respiration pulmonology health_assessment cardiology systems_of_measurement neurology patient_evaluation anatomy biology,vital_signs understanding body telling,vital_signs respiration pulmonology health_assessment cardiology systems_of_measurement neurology patient_evaluation anatomy biology,vital_sign understanding body telling,vital_sign respiration pulmonology health_assessment cardiology systems_of_measurement neurology patient_evaluation anatomy biology
a law students toolkit,yale university,4.704854368932039,1545,mixed,course,one_to_three_months,legal strategy legal research legal writing case law civil procedures policy analysis learning strategies economics,a law students toolkit,legal_strategy legal_research legal_writing case_law civil procedures policy_analysis learning_strategies economics,law students toolkit,legal_strategy legal_research legal_writing case_law civil procedures policy_analysis learning_strategies economics,law student toolkit,legal_strategy legal_research legal_writing case_law civil procedure policy_analysis learning_strategies economics
principles of management,johns hopkins university,4.713761467889908,545,mixed,course,one_to_four_weeks,team management team building business ethics employee coaching influencing leadership and management people management conflict management project management coaching leadership studies decision making relationship building organizational strategy communication business communication active listening business strategy,principles of management,team_management_team building business_ethics employee coaching influencing leadership and management_people management_conflict_management project_management coaching leadership_studies decision making relationship_building organizational_strategy communication business_communication active_listening business_strategy,principles management,team_management_team building business_ethics employee coaching influencing leadership management_people management_conflict_management project_management coaching leadership_studies decision making relationship_building organizational_strategy communication business_communication active_listening business_strategy,principle management,team_management_team building business_ethics employee coaching influencing leadership management_people management_conflict_management project_management coaching leadership_studies decision making relationship_building organizational_strategy communication business_communication active_listening business_strategy
international law in action the arbitration of international disputes,universiteit leiden,4.770962732919255,1288,mixed,course,one_to_three_months,arbitration diplomacy legal strategy international relations conflict management legal hearings case law,international law in action the arbitration of international disputes,arbitration diplomacy legal_strategy international_relations conflict_management legal hearings case_law,international law action arbitration international disputes,arbitration diplomacy legal_strategy international_relations conflict_management legal hearings case_law,international law action arbitration international dispute,arbitration diplomacy legal_strategy international_relations conflict_management legal hearing case_law
design and interpretation of clinical trials,johns hopkins university,4.725462962962963,4320,mixed,course,one_to_three_months,clinical trials clinical research scientific methods medical science and research biostatistics data collection ethical standards and conduct regulatory compliance sample size determination statistical methods statistical analysis statistical hypothesis testing,design and interpretation of clinical_trials,clinical_trials clinical_research scientific_methods medical_science and research biostatistics data_collection ethical_standards and conduct regulatory_compliance sample_size_determination statistical_methods statistical_analysis statistical_hypothesis_testing,design interpretation clinical_trials,clinical_trials clinical_research scientific_methods medical_science research biostatistics data_collection ethical_standards conduct regulatory_compliance sample_size_determination statistical_methods statistical_analysis statistical_hypothesis_testing,design interpretation clinical_trial,clinical_trial clinical_research scientific_method medical_science research biostatistics data_collection ethical_standards conduct regulatory_compliance sample_size_determination statistical_method statistical_analysis statistical_hypothesis_testing
build a modern computer from first principles from nand to tetris projectcentered course,hebrew university of jerusalem,4.905177111716621,3670,mixed,course,one_to_three_months,computer architecture computer hardware computational logic computer programming system design and implementation technical design software design program development debugging verification and validation development environment,build a modern computer from first principles from nand to tetris projectcentered course,computer_architecture computer_hardware computational_logic computer_programming system_design and implementation technical design_software_design program_development debugging verification and validation development_environment,build modern computer first principles nand tetris projectcentered course,computer_architecture computer_hardware computational_logic computer_programming system_design implementation technical design_software_design program_development debugging verification validation development_environment,build modern computer first principle nand tetri projectcentered course,computer_architecture computer_hardware computational_logic computer_programming system_design implementation technical design_software_design program_development debugging verification validation development_environment
animal behaviour and welfare,the university of edinburgh,4.801200300075019,5332,mixed,course,one_to_three_months,behavior management ethical standards and conduct qualitative research healthcare ethics environmental issue scientific methods biology,animal behaviour and welfare,behavior_management ethical_standards and conduct qualitative_research healthcare_ethics environmental_issue scientific_methods biology,animal behaviour welfare,behavior_management ethical_standards conduct qualitative_research healthcare_ethics environmental_issue scientific_methods biology,animal behaviour welfare,behavior_management ethical_standards conduct qualitative_research healthcare_ethics environmental_issue scientific_method biology
introduction to spreadsheets and models,university of pennsylvania,4.15374643505315,3857,mixed,course,one_to_four_weeks,regression analysis spreadsheet software google sheets financial modeling microsoft excel data modeling forecasting risk analysis probability statistics business modeling statistical analysis simulation and simulation software process improvement and optimization,introduction to spreadsheets and models,regression_analysis spreadsheet_software google sheets financial_modeling microsoft excel data_modeling forecasting risk analysis_probability_statistics business_modeling statistical_analysis simulation and simulation_software process_improvement and optimization,introduction spreadsheets models,regression_analysis spreadsheet_software google sheets financial_modeling microsoft excel data_modeling forecasting risk analysis_probability_statistics business_modeling statistical_analysis simulation simulation_software process_improvement optimization,introduction spreadsheet model,regression_analysis spreadsheet_software google sheet financial_modeling microsoft excel data_modeling forecasting risk analysis_probability_statistics business_modeling statistical_analysis simulation simulation_software process_improvement optimization
introduction to philosophy,the university of edinburgh,4.688138419845737,9594,mixed,course,three_to_six_months,political sciences social studies research science and research psychology scientific methods policy analysis ethical standards and conduct,introduction to philosophy,political_sciences social_studies research science and research_psychology scientific_methods policy_analysis ethical_standards and conduct,introduction philosophy,political_sciences social_studies research science research_psychology scientific_methods policy_analysis ethical_standards conduct,introduction philosophy,political_science social_studies research science research_psychology scientific_method policy_analysis ethical_standards conduct
ai applications in people management,university of pennsylvania,4.764044943820225,267,mixed,course,one_to_four_weeks,hr tech human resources data ethics datadriven decisionmaking people management artificial intelligence employee engagement machine learning employee retention predictive analytics blockchain,ai applications in people_management,hr tech human_resources data_ethics datadriven decisionmaking people_management artificial_intelligence employee_engagement machine_learning employee_retention predictive_analytics blockchain,ai applications people_management,tech human_resources data_ethics datadriven decisionmaking people_management artificial_intelligence employee_engagement machine_learning employee_retention predictive_analytics blockchain,ai application people_management,tech human_resources data_ethics datadriven decisionmaking people_management artificial_intelligence employee_engagement machine_learning employee_retention predictive_analytics blockchain
one health investigations of outbreaks and spillover events,johns hopkins university,4.8,15,mixed,course,one_to_three_months,microbiology epidemiology public health infectious diseases investigation environment environmental monitoring laboratory testing anthropology qualitative research risk analysis research methodologies data collection,one health investigations of outbreaks and spillover events,microbiology epidemiology public_health infectious_diseases investigation environment environmental_monitoring laboratory_testing anthropology qualitative_research risk_analysis research_methodologies data_collection,one health investigations outbreaks spillover events,microbiology epidemiology public_health infectious_diseases investigation environment environmental_monitoring laboratory_testing anthropology qualitative_research risk_analysis research_methodologies data_collection,one health investigation outbreak spillover event,microbiology epidemiology public_health infectious_disease investigation environment environmental_monitoring laboratory_testing anthropology qualitative_research risk_analysis research_methodologies data_collection
viral marketing and how to craft contagious content,university of pennsylvania,4.758052292535052,5278,mixed,course,one_to_four_weeks,content marketing social media strategy consumer behaviour influencing marketing communications social media marketing persuasive communication social media advertising brand strategy marketing marketing psychology storytelling,viral marketing and how to craft contagious content,content_marketing social_media_strategy consumer_behaviour influencing marketing_communications social_media_marketing persuasive_communication social_media advertising brand strategy_marketing marketing_psychology storytelling,viral marketing craft contagious content,content_marketing social_media_strategy consumer_behaviour influencing marketing_communications social_media_marketing persuasive_communication social_media advertising brand strategy_marketing marketing_psychology storytelling,viral marketing craft contagious content,content_marketing social_media_strategy consumer_behaviour influencing marketing_communications social_media_marketing persuasive_communication social_media advertising brand strategy_marketing marketing_psychology storytelling
microeconomics the power of markets,university of pennsylvania,4.7478368355995055,1618,mixed,course,one_to_three_months,supply and demand economics market dynamics market analysis resource allocation policy analysis tax consumer behaviour decision making,microeconomics the power of markets,supply and demand economics market_dynamics market_analysis resource_allocation policy_analysis tax consumer_behaviour decision making,microeconomics power markets,supply demand economics market_dynamics market_analysis resource_allocation policy_analysis tax consumer_behaviour decision making,microeconomics power market,supply demand economics market_dynamics market_analysis resource_allocation policy_analysis tax consumer_behaviour decision making
introduction to genetics and evolution,duke university,4.777091521617069,1781,mixed,course,one_to_three_months,life sciences molecular biology biology biostatistics environment laboratory research taxonomy scientific methods experimentation mathematical modeling,introduction to genetics and evolution,life_sciences molecular_biology biology biostatistics environment laboratory_research taxonomy scientific_methods experimentation mathematical_modeling,introduction genetics evolution,life_sciences molecular_biology biology biostatistics environment laboratory_research taxonomy scientific_methods experimentation mathematical_modeling,introduction genetics evolution,life_science molecular_biology biology biostatistics environment laboratory_research taxonomy scientific_method experimentation mathematical_modeling
oil gas industry operations and markets,duke university,4.795113382305972,6262,mixed,course,one_to_four_weeks,market dynamics energy and utilities operating cost transportation operations production process market data market trend cost estimation global marketing market analysis international finance natural resource management,oil gas industry operations and markets,market_dynamics energy and utilities operating cost transportation_operations production_process market_data market_trend cost_estimation global_marketing market_analysis international_finance natural_resource_management,oil gas industry operations markets,market_dynamics energy utilities operating cost transportation_operations production_process market_data market_trend cost_estimation global_marketing market_analysis international_finance natural_resource_management,oil gas industry operation market,market_dynamics energy utility operating cost transportation_operations production_process market_data market_trend cost_estimation global_marketing market_analysis international_finance natural_resource_management
cryptography i,stanford university,4.801081324622663,4439,mixed,course,one_to_three_months,cryptography data encryption standard encryption key management advanced encryption standard aes public key cryptography standards pkcs cybersecurity authentications data integrity secure coding algorithms,cryptography i,cryptography data encryption standard encryption key_management advanced encryption standard aes public key cryptography_standards_pkcs cybersecurity authentications data_integrity secure coding algorithms,cryptography,cryptography data encryption standard encryption key_management advanced encryption standard aes public key cryptography_standards_pkcs cybersecurity authentications data_integrity secure coding algorithms,cryptography,cryptography data encryption standard encryption key_management advanced encryption standard aes public key cryptography_standards_pkcs cybersecurity authentication data_integrity secure coding algorithm
positive psychiatry and mental health,the university of sydney,4.757845188284519,3824,mixed,course,one_to_three_months,mental health stress management community mental health services mindfulness mental health diseases and disorders psychiatry positivity rehabilitation resilience behavioral health clinical psychology mental health therapies psychotherapy personal development mental and behavioral health creativity selfawareness occupational therapy empowerment physical therapy,positive psychiatry and mental_health,mental_health stress_management community mental_health services mindfulness mental_health_diseases and disorders psychiatry positivity rehabilitation resilience behavioral_health clinical_psychology mental_health_therapies psychotherapy personal_development mental and behavioral_health creativity selfawareness occupational therapy empowerment physical_therapy,positive psychiatry mental_health,mental_health stress_management community mental_health services mindfulness mental_health_diseases disorders psychiatry positivity rehabilitation resilience behavioral_health clinical_psychology mental_health_therapies psychotherapy personal_development mental behavioral_health creativity selfawareness occupational therapy empowerment physical_therapy,positive psychiatry mental_health,mental_health stress_management community mental_health service mindfulness mental_health_diseases disorder psychiatry positivity rehabilitation resilience behavioral_health clinical_psychology mental_health_therapies psychotherapy personal_development mental behavioral_health creativity selfawareness occupational therapy empowerment physical_therapy
understanding research methods,university of london soas university of london,4.64338061465721,8460,mixed,course,one_to_four_weeks,peer review surveys research research methodologies research design writing qualitative research ethical standards and conduct,understanding research methods,peer_review surveys research_research_methodologies research_design writing qualitative_research ethical_standards and conduct,understanding research methods,peer_review surveys research_research_methodologies research_design writing qualitative_research ethical_standards conduct,understanding research method,peer_review survey research_research_methodologies research_design writing qualitative_research ethical_standards conduct
the managers toolkit a practical guide to managing people at work,university of london birkbeck university of london,4.659718969555035,4270,mixed,course,one_to_three_months,people management conflict management human resources management and planning employee performance management performance management people development performance appraisal leadership decision making strategic decisionmaking team motivation compensation management recruitment interviewing skills,the managers toolkit a practical guide to managing people at work,people management_conflict_management human_resources_management and planning employee performance_management_performance management_people development performance appraisal leadership decision making strategic decisionmaking team_motivation compensation_management recruitment interviewing_skills,managers toolkit practical guide managing people work,people management_conflict_management human_resources_management planning employee performance_management_performance management_people development performance appraisal leadership decision making strategic decisionmaking team_motivation compensation_management recruitment interviewing_skills,manager toolkit practical guide managing people work,people management_conflict_management human_resources_management planning employee performance_management_performance management_people development performance appraisal leadership decision making strategic decisionmaking team_motivation compensation_management recruitment interviewing_skills
economics of money and banking,columbia university,4.859975961538462,1664,mixed,course,three_to_six_months,international finance derivatives financial systems balance sheet financial market payment systems banking capital markets economics market liquidity financial regulation finance market dynamics,economics of money and banking,international_finance derivatives financial_systems balance_sheet financial_market payment_systems banking capital_markets economics market_liquidity financial_regulation finance market_dynamics,economics money banking,international_finance derivatives financial_systems balance_sheet financial_market payment_systems banking capital_markets economics market_liquidity financial_regulation finance market_dynamics,economics money banking,international_finance derivative financial_systems balance_sheet financial_market payment_systems banking capital_markets economics market_liquidity financial_regulation finance market_dynamics
food beverage management,università bocconi,4.785714285714286,4942,mixed,course,one_to_three_months,food and beverage hospitality management restaurant management product quality qaqc global marketing market dynamics business strategy consumer behaviour value propositions competitive analysis brand management growth strategies marketing,food beverage management,food and beverage hospitality_management restaurant management_product quality qaqc global_marketing market_dynamics business_strategy consumer_behaviour value_propositions competitive_analysis brand_management growth strategies_marketing,food beverage management,food beverage hospitality_management restaurant management_product quality qaqc global_marketing market_dynamics business_strategy consumer_behaviour value_propositions competitive_analysis brand_management growth strategies_marketing,food beverage management,food beverage hospitality_management restaurant management_product quality qaqc global_marketing market_dynamics business_strategy consumer_behaviour value_propositions competitive_analysis brand_management growth strategies_marketing
teach english now foundational principles,arizona state university,4.914003189792664,15675,mixed,course,one_to_three_months,learning strategies enthusiasm motivational skills learning styles language learning education software and technology stress management communication strategies selfawareness cultural diversity general networking,teach english now foundational principles,learning_strategies enthusiasm motivational skills learning_styles language learning education_software and technology stress management_communication strategies selfawareness cultural_diversity general networking,teach english foundational principles,learning_strategies enthusiasm motivational skills learning_styles language learning education_software technology stress management_communication strategies selfawareness cultural_diversity general networking,teach english foundational principle,learning_strategies enthusiasm motivational skill learning_styles language learning education_software technology stress management_communication strategy selfawareness cultural_diversity general networking
introduction to psychology,university of toronto,4.873377234242709,5315,mixed,course,one_to_three_months,psychology mental health diseases and disorders human development psychotherapy behavior management social sciences scientific methods creativity experimentation research cultural diversity ethical standards and conduct,introduction to psychology,psychology mental_health_diseases and disorders human_development psychotherapy behavior_management social_sciences scientific_methods creativity experimentation research cultural_diversity ethical_standards and conduct,introduction psychology,psychology mental_health_diseases disorders human_development psychotherapy behavior_management social_sciences scientific_methods creativity experimentation research cultural_diversity ethical_standards conduct,introduction psychology,psychology mental_health_diseases disorder human_development psychotherapy behavior_management social_science scientific_method creativity experimentation research cultural_diversity ethical_standards conduct
fundamentals of engineering exam review,georgia institute of technology,4.650897226753671,613,mixed,course,one_to_three_months,structural analysis probability statistics structural engineering hydraulics statistical methods statistics engineering analysis mechanical engineering probability engineering probability distribution mechanics engineering calculations civil engineering applied mathematics algebra advanced mathematics calculus differential equations geometry,fundamentals of engineering exam review,structural analysis_probability_statistics structural_engineering hydraulics statistical_methods statistics engineering_analysis mechanical_engineering probability engineering probability_distribution mechanics engineering_calculations civil_engineering applied_mathematics algebra advanced_mathematics calculus differential_equations geometry,fundamentals engineering exam review,structural analysis_probability_statistics structural_engineering hydraulics statistical_methods statistics engineering_analysis mechanical_engineering probability engineering probability_distribution mechanics engineering_calculations civil_engineering applied_mathematics algebra advanced_mathematics calculus differential_equations geometry,fundamental engineering exam review,structural analysis_probability_statistics structural_engineering hydraulics statistical_method statistic engineering_analysis mechanical_engineering probability engineering probability_distribution mechanic engineering_calculations civil_engineering applied_mathematics algebra advanced_mathematics calculus differential_equation geometry
essentials of global health,yale university,4.849082568807339,2180,mixed,course,one_to_three_months,health disparities health systems public health epidemiology infectious diseases chronic diseases health policy environment health and safety maternal health injury prevention nutrition and diet child health,essentials of global health,health_disparities health_systems public_health epidemiology infectious_diseases chronic_diseases health_policy environment_health and safety maternal_health injury prevention nutrition and diet child_health,essentials global health,health_disparities health_systems public_health epidemiology infectious_diseases chronic_diseases health_policy environment_health safety maternal_health injury prevention nutrition diet child_health,essential global health,health_disparities health_systems public_health epidemiology infectious_disease chronic_diseases health_policy environment_health safety maternal_health injury prevention nutrition diet child_health
chinese for beginners,peking university,4.8039862130975575,20019,mixed,course,one_to_three_months,language learning language competency vocabulary oral expression oral comprehension grammar communication,chinese for beginners,language learning language_competency vocabulary oral_expression oral_comprehension grammar communication,chinese beginners,language learning language_competency vocabulary oral_expression oral_comprehension grammar communication,chinese beginner,language learning language_competency vocabulary oral_expression oral_comprehension grammar communication
what is compliance,university of pennsylvania,4.824586628324946,1391,mixed,course,one_to_four_weeks,compliance management compliance training regulation and legal compliance legal risk law regulation and compliance governance risk management and compliance compliance reporting regulatory requirements compliance auditing risk management operational risk strategic planning risk analysis brand management,what is compliance,compliance_management compliance_training regulation and legal_compliance legal_risk law_regulation and compliance governance_risk_management and compliance_compliance reporting regulatory_requirements compliance_auditing risk_management operational_risk strategic_planning risk_analysis brand_management,compliance,compliance_management compliance_training regulation legal_compliance legal_risk law_regulation compliance governance_risk_management compliance_compliance reporting regulatory_requirements compliance_auditing risk_management operational_risk strategic_planning risk_analysis brand_management,compliance,compliance_management compliance_training regulation legal_compliance legal_risk law_regulation compliance governance_risk_management compliance_compliance reporting regulatory_requirements compliance_auditing risk_management operational_risk strategic_planning risk_analysis brand_management
ai in healthcare capstone,stanford university,4.66412213740458,262,mixed,course,one_to_three_months,patient evaluation health informatics clinical data management artificial intelligence and machine learning aiml data collection applied machine learning application deployment health care procedure and regulation data ethics machine learning software machine learning healthcare industry knowledge predictive modeling performance tuning regulatory compliance feature engineering,ai in healthcare capstone,patient_evaluation health_informatics clinical_data_management artificial_intelligence and machine_learning_aiml data_collection applied machine_learning application_deployment health_care_procedure and regulation data_ethics machine learning_software machine_learning healthcare_industry_knowledge predictive_modeling performance_tuning regulatory_compliance feature_engineering,ai healthcare capstone,patient_evaluation health_informatics clinical_data_management artificial_intelligence machine_learning_aiml data_collection applied machine_learning application_deployment health_care_procedure regulation data_ethics machine learning_software machine_learning healthcare_industry_knowledge predictive_modeling performance_tuning regulatory_compliance feature_engineering,ai healthcare capstone,patient_evaluation health_informatics clinical_data_management artificial_intelligence machine_learning_aiml data_collection applied machine_learning application_deployment health_care_procedure regulation data_ethics machine learning_software machine_learning healthcare_industry_knowledge predictive_modeling performance_tuning regulatory_compliance feature_engineering
gamification,university of pennsylvania,4.77172131147541,2440,mixed,course,one_to_three_months,game design solution design design thinking human centered design drive engagement industrial and organizational psychology employee engagement organizational development behavioral economics emerging technologies risk analysis customer engagement psychology marketing,gamification,game_design solution design_design_thinking human centered_design drive_engagement industrial and organizational psychology employee_engagement organizational_development behavioral_economics emerging_technologies risk_analysis customer_engagement psychology marketing,gamification,game_design solution design_design_thinking human centered_design drive_engagement industrial organizational psychology employee_engagement organizational_development behavioral_economics emerging_technologies risk_analysis customer_engagement psychology marketing,gamification,game_design solution design_design_thinking human centered_design drive_engagement industrial organizational psychology employee_engagement organizational_development behavioral_economics emerging_technologies risk_analysis customer_engagement psychology marketing
supply chain principles,georgia institute of technology,4.638258452987494,2159,mixed,course,one_to_three_months,supply chain supply chain management logistics management logistics transportation operations procurement inventory and warehousing warehouse management manufacturing operations,supply_chain principles,supply_chain supply_chain_management logistics_management logistics transportation_operations procurement inventory and warehousing warehouse_management manufacturing_operations,supply_chain principles,supply_chain supply_chain_management logistics_management logistics transportation_operations procurement inventory warehousing warehouse_management manufacturing_operations,supply_chain principle,supply_chain supply_chain_management logistics_management logistics transportation_operations procurement inventory warehousing warehouse_management manufacturing_operations
international law in action a guide to the international courts and tribunals in the hague,universiteit leiden,4.7796467619848615,1189,mixed,course,one_to_three_months,arbitration court systems mediation political sciences legal research legal proceedings diplomacy case law adjudication litigation and civil justice international relations civil law,international law in action a guide to the international courts and tribunals in the hague,arbitration court_systems mediation political_sciences legal_research legal_proceedings diplomacy case_law adjudication litigation and civil justice international_relations civil_law,international law action guide international courts tribunals hague,arbitration court_systems mediation political_sciences legal_research legal_proceedings diplomacy case_law adjudication litigation civil justice international_relations civil_law,international law action guide international court tribunal hague,arbitration court_systems mediation political_science legal_research legal_proceeding diplomacy case_law adjudication litigation civil justice international_relations civil_law
learn interpersonal psychotherapy,university of toronto,4.785714285714286,70,mixed,course,one_to_three_months,psychotherapy interpersonal communications mental health therapies clinical psychology conflict management mental health mental health diseases and disorders rapport building patient evaluation patient education and counseling behavioral health cultural sensitivity case management,learn interpersonal psychotherapy,psychotherapy interpersonal_communications mental_health_therapies clinical_psychology conflict_management mental_health mental_health_diseases and disorders rapport_building patient_evaluation patient_education and counseling behavioral_health cultural_sensitivity case management,learn interpersonal psychotherapy,psychotherapy interpersonal_communications mental_health_therapies clinical_psychology conflict_management mental_health mental_health_diseases disorders rapport_building patient_evaluation patient_education counseling behavioral_health cultural_sensitivity case management,learn interpersonal psychotherapy,psychotherapy interpersonal_communications mental_health_therapies clinical_psychology conflict_management mental_health mental_health_diseases disorder rapport_building patient_evaluation patient_education counseling behavioral_health cultural_sensitivity case management
